Temperature_Readings,Humidity_Levels,Acoustic_Signals
23.865395879256653,31.40488048554912,42.709897154040725
27.332214732473947,23.51642330278905,56.14653498530183
29.483667709139585,27.537668389405205,80.48797940873995
19.005117732099933,14.888159938147124,63.602072121720816
32.09610085706699,22.7039020886906,47.57415024787894
30.84694650546756,3.6864475647162185,24.84077989915309
40.25358017514284,38.07295522643342,25.23624368841735
29.234910705572144,13.69274486547403,33.2956765741033
33.869179083337,20.46334936266209,65.24963213433126
26.804596430745114,1.463982797479095,43.75838421088194
42.407745247924666,21.456134175940264,55.81106028938845
34.14296229507351,14.844984543429376,30.868010066868973
27.424360494859144,12.095846597295152,61.388703607017
35.10089343434032,46.50459493448439,55.24261098100757
24.26974222217428,25.29927982903602,53.22415276833017
26.723295031947902,7.436156729646245,71.2290357901047
38.9208654346164,27.45822419053582,48.768381573306826
32.667351460680145,27.487300654687928,48.64396056300546
28.43113629133796,22.561822140474423,57.28042457437928
28.51416543397748,17.565765000152716,70.28115939677151
23.403808707718344,12.904044742999348,65.27244780232985
32.955909391388424,12.09794889948273,42.70989897953259
35.31802669689053,18.426858646453432,61.95632077334296
27.41271402459796,41.92185815094259,68.22845592913131
30.9072298715558,17.295110216478495,37.05225792414732
22.84140682319957,8.767565203936062,57.17244791686969
31.91483357914208,24.09992869361717,54.292673545965
17.13470667072395,29.94142606133276,26.504185548163413
24.987373734183635,37.73764893895974,40.42449109884159
33.172466581121114,12.319687599493086,66.8930648449849
25.02730535110763,17.20550593703953,50.03084628636457
26.2691653199473,9.046916893462775,62.60454969078812
31.68259404524878,11.941822146452614,78.26834063799411
29.500880210719075,16.972168589771243,39.33789655301345
21.13473097438513,13.363353660298587,46.55134107223389
26.194369444511864,3.61686399529472,51.25814448019563
28.502610483478566,2.16491352962571,33.69145917480961
37.60087679228352,36.48324156146381,72.06889207940964
32.70613891923768,30.8569619756505,33.01661463689193
24.910656920827307,24.303725158177635,50.02237362224295
22.823490610760448,5.600413585117296,43.440409002642056
35.071143570206864,36.61030522110273,50.220159582439926
28.18682668249944,17.77886559059404,62.76447795455534
32.38351422631663,9.72203696952277,47.635861182907696
35.48389639841606,26.31707113277952,37.77114150544383
35.853473702171655,11.241628583050243,84.0063049943322
32.06491438021184,14.023629242417968,8.745446351717568
31.53821724596178,3.3970012978508817,58.5333107882125
29.61445195883088,10.495299031645484,54.21914433701535
42.0404100962283,40.81309241597285,49.05977911460103
38.892069546783645,1.4491416790488771,44.42185263282314
22.41291942719509,11.74268835185396,65.81174271203489
29.270855899872725,25.26911766100114,70.55865949610296
31.497944660692347,4.955983045663291,60.17426794797237
26.28337160016921,15.271213831820557,37.34612706667839
25.733704223723592,9.337726293625565,35.44475183926293
30.695856258471235,12.75129291398004,69.53229586733201
25.382794541935265,13.701132664882604,40.31096670757339
32.98150524268531,48.18533702426715,48.52988089591901
26.251547204472185,16.77865887375231,54.41294484121051
26.647460477385017,43.557096553371125,51.80888214212992
31.794915952789992,6.989585911555815,55.16444331463828
19.48353274128626,12.083101867465352,43.99240417427833
33.24316678565083,15.972237926562002,17.422169036122455
27.1216502506846,16.331260160882614,68.42379442590193
34.52730498315241,11.162548764559766,24.2905768471946
33.58981054164417,3.993469660473604,60.93741498518976
28.8053510938606,14.73538306071474,34.64293557231237
29.88754336373969,14.720115919407306,39.11639721647602
32.60056654822767,14.277571900713912,82.86312488567961
14.924409495787188,22.433986253315545,49.16379578486988
31.51506648128198,10.74937236342706,59.545366645003895
24.15402076613336,29.47222046064713,62.40829039395291
34.52071703698298,28.38874848957533,45.79725388517304
28.594810023699715,21.347570874952247,52.42858035134719
25.935493846999773,10.174914674718613,34.583822737434566
37.43688490619592,29.007968010136388,12.44161923114035
26.47302555367943,48.853085394638526,59.346514338016696
32.370398004743095,15.117144699335428,46.76306447986285
28.525452078494137,36.5238467293424,69.70893374387593
30.627388531065705,10.763626671798384,58.24968897961545
30.704705590278767,17.386264417070308,21.228847199615608
